listener,date,sTime,endTime,ear,SelfResponse,type,stimuli,noise,SNR,version,finish,nCorrect,nKeys,pc,nTrials
L,09-Oct-2017,18:00:41,18:03:17,L,0,ASL,ASLQ,none,0,Version 4.6,QUIT,9,9,1,4,
