listener,date,sTime,endTime,ear,SelfResponse,type,stimuli,noise,SNR,version,finish,nCorrect,nKeys,pc,nTrials
L,09-Oct-2017,13:43:31,13:44:06,A,0,ASL,ASLQ,none,0,Version 4.6,QUIT,6,6,1,3,
