listener,date,sTime,ear,trial,targets,SNR,OutLevelChange,duty,change,masker,wave,w1,w2,w3,sum,PlayedSentence,TypedSentence,total,rTime,rev
L,09-Oct-2017,18:23:40,A,1,ASLQ, +0.0, +0.0,0.500,0.000,none,ASLQ0101,1,1,1,3,       they               moved               furniture,none,18:23:48
