listener,date,sTime,endTime,ear,SelfResponse,type,stimuli,noise,SNR,version,finish,nCorrect,nKeys,pc,nTrials
L,09-Oct-2017,13:23:37,13:24:25,l,0,ASL,ASLQ,none,0,Version 4.6,QUIT,12,12,1,5,
