listener,date,sTime,endTime,ear,SelfResponse,type,stimuli,noise,SNR,version,finish,nCorrect,nKeys,pc,nTrials
L,09-Oct-2017,13:40:45,13:41:25,A,0,ASL,ASLQ,none,0,Version 4.6,QUIT,12,12,1,5,
