listener,date,sTime,endTime,ear,SelfResponse,type,stimuli,noise,SNR,version,finish,uRevs,sdRevs,nRevs,nTrials,uLevs,sdLevs,nLevs
L,10-Oct-2017,13:52:29,13:52:57,A,0,ASL,ASLQ,PrincessPea_shortened_1_094907_faster,0,Version 4.6,QUIT,,,0,5,,,0
