listener,date,sTime,endTime,ear,SelfResponse,type,stimuli,noise,SNR,version,finish,uRevs,sdRevs,nRevs,nTrials,uLevs,sdLevs,nLevs
L,09-Oct-2017,18:50:34,18:51:03,A,0,ASL,ASLQ,Fbabble1_not_filtered_0_905_slower,0,Version 4.6,QUIT,,,0,7,,,0
