listener,date,sTime,ear,trial,targets,SNR,OutLevelChange,duty,change,masker,wave,w1,w2,w3,sum,PlayedSentence,TypedSentence,total,rTime,rev
L,09-Oct-2017,13:43:31,A,1,ASLQ, +0.0, +0.0,0.970,0.000,none,ASLQ0101,1,1,1,3,       they               moved               furniture,none,13:43:56
L,09-Oct-2017,13:43:31,A,2,ASLQ, +0.0, +0.0,0.970,0.000,none,ASLQ0102,1,1,1,3,       he's               wiping              table,none,13:44:01
