listener,date,sTime,endTime,ear,SelfResponse,type,stimuli,noise,SNR,version,finish,nCorrect,nKeys,pc,nTrials
L,09-Oct-2017,16:38:50,16:39:46,l,0,ASL,ASLQ,Fbabble1_not_filtered_0_905_slower,0,Version 4.6,QUIT,9,9,1,4,
