listener,date,sTime,ear,trial,targets,SNR,OutLevelChange,duty,change,masker,wave,w1,w2,w3,sum,PlayedSentence,TypedSentence,total,rTime,rev
L,05-Oct-2017,20:40:18,R,1,ASLQ, +0.0, +0.0,0.500,0.120,Fbabble1_not_filtered_0_905_slower,ASLQ0101,1,1,1,3,       they               moved               furniture,xxxxx,20:40:27
L,05-Oct-2017,20:40:18,R,2,ASLQ, +0.0, +0.0,0.380,0.120,Fbabble1_not_filtered_0_905_slower,ASLQ0102,0,0,0,0,       he's               wiping              table,xxxxx,20:40:37
