listener,date,sTime,ear,trial,targets,SNR,OutLevelChange,duty,change,masker,wave,w1,w2,w3,sum,PlayedSentence,TypedSentence,total,rTime,rev
L,09-Oct-2017,13:41:39,A,1,ASLQ, +0.0, +0.0,0.200,0.000,none,ASLQ0101,1,1,1,3,       they               moved               furniture,none,13:41:46
