listener,date,sTime,endTime,ear,SelfResponse,type,stimuli,noise,SNR,version,finish,nCorrect,nKeys,pc,nTrials
L,09-Oct-2017,14:13:28,14:13:44,l,0,ASL,ASLQ,none,0,Version 4.6,QUIT,6,6,1,3,
