listener,date,sTime,ear,trial,targets,SNR,OutLevelChange,duty,change,masker,wave,w1,w2,w3,sum,PlayedSentence,TypedSentence,total,rTime,revlistener,date,sTime,ear,trial,targets,SNR,OutLevelChange,duty,change,masker,wave,w1,w2,w3,sum,PlayedSentence,TypedSentence,total,rTime,rev
L,09-Oct-2017,12:56:47,l,1,ASLQ, +0.0, +0.0,1.000,0.000,none,ASLQ0101,1,1,1,3,       they               moved               furniture,none,12:57:23
