listener,date,sTime,ear,trial,targets,SNR,OutLevelChange,duty,change,masker,wave,w1,w2,w3,sum,PlayedSentence,TypedSentence,total,rTime,rev
L,05-Oct-2017,20:46:10,r,1,ASLQ, +0.0, +0.0,0.970,0.120,Fbabble1_not_filtered_0_905_slower,ASLQ0101,1,1,1,3,       they               moved               furniture,xxxxx,20:46:15
L,05-Oct-2017,20:46:10,r,2,ASLQ, +0.0, +0.0,0.850,0.120,Fbabble1_not_filtered_0_905_slower,ASLQ0102,1,1,1,3,       he's               wiping              table,xxxxx,20:46:19
L,05-Oct-2017,20:46:10,r,3,ASLQ, +0.0, +0.0,0.730,0.120,Fbabble1_not_filtered_0_905_slower,ASLQ0103,1,1,1,3,       he                 hit                 head,xxxxx,20:46:23
L,05-Oct-2017,20:46:10,r,4,ASLQ, +0.0, +0.0,0.610,0.120,Fbabble1_not_filtered_0_905_slower,ASLQ0104,1,1,1,3,       yellow             leaves              falling,xxxxx,20:46:28
